% eta1	kappa_k	kappa	sig	lam	mup	sigp	rsmax	n	alpha	alpha1	alpha2	betam1	gamma
1.40438	0.53470	1.02811	0.33760	0.16709	1.29508	0.74086	0.75713	2.43790	0.00945	7.52768	1.93935	0.00202	1.70848
1.26734	2.67818	1.04474	0.38976	0.32560	0.38657	0.51746	0.99330	6.53593	0.00238	9.96606	0.33619	0.02018	0.20636
0.91359	0.51226	1.03105	0.18269	0.11035	0.92609	1.77082	0.51556	5.27021	0.00026	0.65053	0.21923	0.01554	1.13172
1.52813	1.39721	0.99062	0.36854	0.44309	2.19779	2.09428	0.93637	3.72944	0.00127	2.25034	1.11343	0.01750	0.30089
1.16699	0.87580	1.03890	0.08335	0.10838	1.66080	2.59058	0.93483	3.48966	0.00093	9.54867	0.52343	0.01042	0.17610
2.00000	0.50000	1.05000	0.23455	0.24524	5.00000	0.34453	0.83741	2.28580	0.00000	1.75410	0.63280	0.02094	0.16360
1.83675	0.69567	0.99959	0.30720	0.40429	0.51561	0.14052	0.96166	4.49882	0.02101	5.97100	0.40456	0.01229	0.20904
1.26157	0.95759	0.98767	0.37836	0.02918	1.06860	1.91258	0.88380	1.46582	0.00056	2.75975	0.81162	0.00647	0.56520
0.72136	1.17431	1.03695	0.17766	0.18836	4.63751	2.93550	0.86703	1.36916	0.00000	3.08719	1.16782	0.04977	0.23369
0.50683	6.22206	0.98491	0.30120	0.28675	0.73014	0.26319	0.30533	4.21594	0.00433	5.59279	0.35792	0.00289	0.17184
1.38656	1.37787	1.04740	0.34278	0.28754	3.43292	1.23968	0.84470	6.35134	0.00455	6.50902	1.96581	0.01251	0.21036
0.92163	0.97362	1.03646	0.61226	0.51646	0.66910	1.56134	0.90220	5.37779	0.00764	1.60808	0.29290	0.03293	1.66042
2.00000	0.72298	1.05000	0.13796	0.06002	1.17785	2.23089	1.00000	1.33460	0.01976	2.84884	0.37312	0.00440	0.19726
1.28123	2.28021	0.95689	0.13376	0.14010	0.37993	4.31673	0.96188	4.98881	0.00127	3.13625	0.15782	0.00969	0.22368
1.51819	1.49418	1.03124	0.27646	0.20430	3.99034	1.96031	0.69381	4.82702	0.00302	1.44360	0.68662	0.01810	0.25811
0.98212	0.50770	1.01406	0.48082	0.53537	2.58153	2.87524	0.88748	4.12170	0.00065	0.62328	0.79399	0.04405	1.98429
1.95959	1.09013	0.95000	0.02000	0.27265	3.14738	4.63012	1.00000	9.20609	0.02443	9.31478	0.29575	0.05000	0.37499
0.92164	3.02904	1.00043	0.21303	0.22709	2.24087	2.04925	0.91933	2.48731	0.00432	5.84051	1.14389	0.00934	0.31902
1.84985	0.63640	1.01050	0.25798	0.23170	4.88853	0.63520	0.73300	2.28025	0.00071	6.97285	0.29498	0.04238	0.79990
1.17575	1.46779	0.99262	0.20988	0.41994	1.61504	1.30267	0.68228	6.15344	0.00679	4.99507	0.11549	0.03171	0.16951
1.45319	1.05204	1.00329	0.09924	0.16637	2.33408	1.66755	0.76886	2.83541	0.00412	6.88947	1.12955	0.01478	0.20013
2.00000	2.60616	1.03041	0.29909	0.22864	3.98055	1.31395	0.75234	1.46796	0.00000	3.92653	1.43222	0.00010	0.25177
