id,Longitude,Latitude,segment,structure_id,structure_code,pier_id,description,lines,GirderLength,FoundationType,NumberOfColumns,ColumnData,MinError,FailureMode
1060,-122.4501153045578,37.714513111649744,"[daly,balb]",as_16,balbpark_daly_aerial,p_050,aerial between balboa park and daly city,"[red,yellow,green,blue]",76.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 78.0, 'nLongBars': 52, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 428.12400000000025, 'column_parameters': {'nd_params': {'a0': 5.4887692307692335, 'a1': 0.6490384615384618, 'a2': 0.03933284071501644, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 0.9323394291932203}, 'strength_stiffness': {'strength': 488698.514456091, 'stiffness': 229495854.6991164, 'E': 3604.9965325919525, 'I': 1816972.3125283562}}, 'model_parameters': [1.0875979583353383, 1.005157899809421, 1.2141493272857717, 0.30994137985617426, 0.5034253693994862, 2.927729590395519, 1.5369624630556042, 0.8103024696888336, 0.0108047141427966, 6.9515470357178515, 0.3595933610920217, 0.011396745436581866, 5.6263002258258945, 0.5700499097405846], 'min_error': 0.06117801718155883, 'failure_mode': 'Flexure'}]",0.06117801718155883,Flexure
1061,-122.44995087131304,37.71467551245908,"[daly,balb]",as_16,balbpark_daly_aerial,p_051,aerial between balboa park and daly city,"[red,yellow,green,blue]",76.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 64, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 359.11199999999985, 'column_parameters': {'nd_params': {'a0': 4.987666666666665, 'a1': 0.9375, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.3498387184919598}, 'strength_stiffness': {'strength': 396597.5079106087, 'stiffness': 198639712.13674423, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [1.027309107660843, 0.9949292614682846, 1.218085819892829, 0.30379943158274175, 0.4934236636938525, 3.853847584473718, 1.6422753663560543, 0.8514439841917559, 0.012536886451121462, 8.350323323501861, 0.2203302487691858, 0.010862911301558486, 5.777090256510574, 0.1811281995846223], 'min_error': 0.05684142815589955, 'failure_mode': 'Flexure'}]",0.05684142815589955,Flexure
1062,-122.44978958715706,37.71483987717011,"[daly,balb]",as_16,balbpark_daly_aerial,p_052,aerial between balboa park and daly city,"[red,yellow,green,blue]",76.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 64, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 315.58799999999974, 'column_parameters': {'nd_params': {'a0': 4.383166666666663, 'a1': 0.9375, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.5360003608346477}, 'strength_stiffness': {'strength': 348530.30343317165, 'stiffness': 226034907.23617667, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [0.31761312894388694, 0.9324841054107667, 1.9589328985204537, 0.19193607300848198, 0.12279875054102456, -0.21788208708116746, 1.2881467949994452, 0.784766058180386, 0.011847218702335542, 7.522857946557549, 0.8327445213690297, 0.014791241746774401, 3.8486810602875234, 1.4435564711517774], 'min_error': 0.056317698020878625, 'failure_mode': 'Shear'}]",0.056317698020878625,Shear
1063,-122.26709264516468,37.83555824138763,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_001,aerial downtown to ashby,"[red,orange]",70.0,piles,1,"[{'column_id': 'col_01', 'type': 'rectangular', 'fy': 60, 'fpc': 4.0, 'depth': 120.0, 'width': 60.0, 'nLongBars': 56.0, 'dLongBars': 2.25, 'sTranBars': 3.0, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 214.15200000000004, 'column_parameters': {'nd_params': {'a0': 1.7846000000000004, 'a1': 0.46387579025661785, 'a2': 0.15339807878856412, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 0.6860211405305597}, 'strength_stiffness': {'strength': 744779.9025873427, 'stiffness': 2181663260.786343, 'E': 3604.9965325919525, 'I': 8640000.0}}, 'model_parameters': [0.7080999109556073, 0.9870300527483342, 1.2394957598366627, 0.3579405590195964, 0.35789830766510794, 2.66351315191329, 1.3944666316616232, 0.818667809987045, 0.005122660137044623, 6.357288534137832, 0.6552971954054745, 0.004045462026371978, 4.959797720815355, 0.02098778531018168], 'min_error': 0.04072770881075625, 'failure_mode': 'Flexure'}]",0.04072770881075625,Flexure
1064,-122.26722933466186,37.835726787056686,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_002,aerial downtown to ashby,"[red,orange]",70.5,piles,1,"[{'column_id': 'col_01', 'type': 'rectangular', 'fy': 60, 'fpc': 4.0, 'depth': 90.0, 'width': 60.0, 'nLongBars': 34.0, 'dLongBars': 2.25, 'sTranBars': 12.0, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 216.97200000000004, 'column_parameters': {'nd_params': {'a0': 2.4108000000000005, 'a1': 0.375518496874405, 'a2': 0.03834951969714103, 'a3': 0.1, 'a4': 0.8888888888888888, 'a5': 1.1347622322263218}, 'strength_stiffness': {'strength': 309372.7734734835, 'stiffness': 908426826.5926708, 'E': 3604.9965325919525, 'I': 3645000.0}}, 'model_parameters': [0.31936975250335425, 1.011606364374094, 1.4717787237910835, 0.28405548866144925, 0.270158975414625, 1.9563831522900295, 2.0517735138538775, 0.7457146698300701, 0.010046629551245634, 4.540070531993365, 0.834864300080099, 0.01610456127921938, 3.663212285750125, 1.0554205097234877], 'min_error': 0.05704507365070366, 'failure_mode': 'Shear'}]",0.05704507365070366,Shear
1065,-122.26737169530962,37.83589260794252,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_003,aerial downtown to ashby,"[red,orange]",71.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 227.45999999999998, 'column_parameters': {'nd_params': {'a0': 3.791, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.653460870976123}, 'strength_stiffness': {'strength': 202261.16642666401, 'stiffness': 151239758.71531454, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.49103443627517385, 0.9612205638939761, 1.8270072568781122, 0.1227430376333, 0.06367926153248586, 0.05760419825494696, 1.4769448727356922, 0.865547506575617, 0.009236775891584326, 7.442384667726398, 0.7409685287463825, 0.02029583876238792, 3.487511834124185, 1.324210665079782], 'min_error': 0.054771184464943036, 'failure_mode': 'Shear'}]",0.054771184464943036,Shear
1066,-122.26751798625762,37.83605648272837,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_004,aerial downtown to ashby,"[red,orange]",71.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 222.99599999999998, 'column_parameters': {'nd_params': {'a0': 3.7165999999999997, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6780027616381261}, 'strength_stiffness': {'strength': 199302.9642442275, 'stiffness': 154267321.0164552, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.5006326679169625, 0.963678820399172, 1.8138956384000633, 0.11908350387996423, 0.06098058782201407, 0.12520472693951107, 1.5278661584940945, 0.8689077347838938, 0.00898522446758559, 7.392155168424181, 0.7350162509009386, 0.020779896999192395, 3.4693046321195213, 1.320477120870064], 'min_error': 0.054575204227966245, 'failure_mode': 'Shear'}]",0.054575204227966245,Shear
1067,-122.26766652753027,37.83621927434427,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_005,aerial downtown to ashby,"[red,orange]",84.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 48, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 230.45999999999998, 'column_parameters': {'nd_params': {'a0': 3.200833333333333, 'a1': 0.7031250000000001, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.5155059026043425}, 'strength_stiffness': {'strength': 272305.8526938313, 'stiffness': 309528353.3144601, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [0.3297155405914216, 0.9694855193421547, 1.7079886210171678, 0.1878327920520652, 0.18053620459395242, 1.0065110559406456, 1.923682536712655, 0.7710016321157055, 0.009818342012701674, 6.1448947977607205, 0.8226688952751472, 0.017050030594512107, 3.817149277002362, 1.1702419910973025], 'min_error': 0.056020419228133084, 'failure_mode': 'Shear'}]",0.056020419228133084,Shear
1068,-122.2678691960573,37.83644036597711,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_006,aerial downtown to ashby,"[red,orange]",81.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 48, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 224.29200000000003, 'column_parameters': {'nd_params': {'a0': 3.115166666666667, 'a1': 0.7031250000000001, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.543304567875146}, 'strength_stiffness': {'strength': 267400.962623598, 'stiffness': 318040341.62988627, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [0.34082487222650387, 0.9723281920020225, 1.6928254447661615, 0.1832594923926845, 0.1774007475158043, 1.0836857457112767, 1.9815666768084865, 0.7749367619933978, 0.00953566240882877, 6.097907822563929, 0.8157568124325839, 0.017607832631178315, 3.7956844425932195, 1.1654832866302758], 'min_error': 0.055797416359074835, 'failure_mode': 'Shear'}]",0.055797416359074835,Shear
1069,-122.26800621688089,37.83659141965365,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_007,aerial downtown to ashby,"[red,orange]",65.5,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 220.09199999999993, 'column_parameters': {'nd_params': {'a0': 3.668199999999999, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.694363127559654}, 'strength_stiffness': {'strength': 197378.54239436288, 'stiffness': 156302798.45421666, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.5068514050008754, 0.9652617149605746, 1.8054227551416353, 0.1168207833772392, 0.05924915257178994, 0.16975088385989048, 1.5616353056636039, 0.8710369434999381, 0.008821134792105946, 7.359278443136225, 0.7311942693927779, 0.021094416359046887, 3.457890117621343, 1.3181914126094854], 'min_error': 0.0544454303503488, 'failure_mode': 'Shear'}]",0.0544454303503488,Shear
1070,-122.26814160047171,37.836743508533885,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_008,aerial downtown to ashby,"[red,orange]",66.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 227.892, 'column_parameters': {'nd_params': {'a0': 3.7982, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.651123893274097}, 'strength_stiffness': {'strength': 202547.44405722243, 'stiffness': 150953063.36942694, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.4901032086534083, 0.9609810980975962, 1.828281586709245, 0.12310851460791071, 0.06394275016619481, 0.051117067352384506, 1.4720789388920523, 0.8652168569588967, 0.009261075050829454, 7.4472277648072565, 0.7415493912221239, 0.020248957933640954, 3.4893152381376495, 1.3245869131059576], 'min_error': 0.054789930535912135, 'failure_mode': 'Shear'}]",0.054789930535912135,Shear
1071,-122.26827453269469,37.83689705959193,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_009,aerial downtown to ashby,"[red,orange]",66.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 223.69200000000006, 'column_parameters': {'nd_params': {'a0': 3.728200000000001, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6741285089690674}, 'strength_stiffness': {'strength': 199764.18931568274, 'stiffness': 153787330.4248048, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.49913918572778493, 0.9632975173693469, 1.8159330542597616, 0.11963980958752576, 0.06139842369944411, 0.11459589496421556, 1.5198489567244242, 0.8683907003902012, 0.009024499718505977, 7.400010034182129, 0.7359382149240418, 0.02070447142039486, 3.472091320349269, 1.3210412892113137], 'min_error': 0.054606036566530736, 'failure_mode': 'Shear'}]",0.054606036566530736,Shear
1072,-122.26840417478265,37.83705248369375,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_010,aerial downtown to ashby,"[red,orange]",81.5,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 48, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 231.49199999999996, 'column_parameters': {'nd_params': {'a0': 3.2151666666666663, 'a1': 0.7031250000000001, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.5109522658995256}, 'strength_stiffness': {'strength': 273126.5152347653, 'stiffness': 308148464.33073485, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [0.3278681790697134, 0.9690052420719769, 1.7105396528253394, 0.18863739910932162, 0.1810667771012692, 0.9937391474435916, 1.9141563668266852, 0.7703292158928032, 0.00986554147623204, 6.152825720482453, 0.8238377847105756, 0.016956608348455644, 3.820846815292703, 1.1713581064285508], 'min_error': 0.05605716777944866, 'failure_mode': 'Shear'}]",0.05605716777944866,Shear
1073,-122.26858672357864,37.837284851902375,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_011,aerial downtown to ashby,"[red,orange]",78.0,piles,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 48, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 225.324, 'column_parameters': {'nd_params': {'a0': 3.1295, 'a1': 0.7031250000000001, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.5385826061491645}, 'strength_stiffness': {'strength': 268221.625164532, 'stiffness': 316583694.1686215, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [0.3389582076697205, 0.9718559999950895, 1.6953523032815536, 0.18399593209646853, 0.17792102570693663, 1.0706711287989559, 1.9717664873409333, 0.7742885310783962, 0.009583048764392787, 6.105721784665233, 0.8169043067214178, 0.017514571802725323, 3.799198733189803, 1.1660105047000116], 'min_error': 0.055835137228433245, 'failure_mode': 'Shear'}]",0.055835137228433245,Shear
1074,-122.26869339244864,37.8374307782523,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_012,aerial downtown to ashby,"[red,orange]",59.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 287.5199999999999, 'column_parameters': {'nd_params': {'a0': 4.791999999999999, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.3257166211790348}, 'strength_stiffness': {'strength': 252264.2615033748, 'stiffness': 119647313.29085091, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [1.1084463797207977, 0.9875371967111275, 1.3474401081411087, 0.22981687484688432, 0.4970310963968803, 3.7247536108794077, 1.686164570801603, 0.8744359764635744, 0.01253781874857765, 9.134091829000537, 0.21217722386305132, 0.007905164454880166, 5.7201651431217595, -0.03890139322385264], 'min_error': 0.05704121325656728, 'failure_mode': 'Flexure'}]",0.05704121325656728,Flexure
1075,-122.26879480280084,37.837579118122164,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_013,aerial downtown to ashby,"[red,orange]",59.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 235.72800000000007, 'column_parameters': {'nd_params': {'a0': 3.928800000000001, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6098517325006807}, 'strength_stiffness': {'strength': 207740.20218929512, 'stiffness': 145935126.5754829, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.4731439174991069, 0.95659129954165, 1.851557073430704, 0.13006843072639845, 0.06879051603253127, -0.06494020497360854, 1.3856363487613026, 0.8590586010082832, 0.009700441411973364, 7.534614968509316, 0.7522276970540206, 0.019397519638136154, 3.523244117952984, 1.3319166676706118], 'min_error': 0.05512350527928169, 'failure_mode': 'Shear'}]",0.05512350527928169,Shear
1076,-122.2688906990539,37.83772975724412,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_014,aerial downtown to ashby,"[red,orange]",59.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 231.92399999999998, 'column_parameters': {'nd_params': {'a0': 3.8653999999999997, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6296265146468636}, 'strength_stiffness': {'strength': 205219.36860910052, 'stiffness': 148328743.54264954, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.4813926075158351, 0.9587331052466912, 1.8402204849486874, 0.12661283136245682, 0.06642120603743229, -0.008976134129301469, 1.427175395752043, 0.8620856182832144, 0.009487482563674704, 7.492295533242965, 0.7470107378923176, 0.01981110201741709, 3.506489296158089, 1.3282348662360268], 'min_error': 0.05496307767829127, 'failure_mode': 'Shear'}]",0.05496307767829127,Shear
1077,-122.26898102564921,37.83788254538981,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_015,aerial downtown to ashby,"[red,orange]",73.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 48, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 228.13199999999995, 'column_parameters': {'nd_params': {'a0': 3.168499999999999, 'a1': 0.7031250000000001, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 1.5258795424000988}, 'strength_stiffness': {'strength': 270454.5906828872, 'stiffness': 312686972.0374629, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [0.33389503158745254, 0.9705641356051614, 1.702248541863934, 0.18605868229791872, 0.179345538138211, 1.0354684334116009, 1.9453370091317834, 0.7725038967746936, 0.00971178460844163, 6.127078589180017, 0.820044997236598, 0.017260676482909895, 3.8089187979394286, 1.1680243758102342], 'min_error': 0.05593693512608426, 'failure_mode': 'Shear'}]",0.05593693512608426,Shear
1078,-122.26910357322792,37.83811086264187,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_016,aerial downtown to ashby,"[red,orange]",73.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 72, 'nLongBars': 48, 'dLongBars': 2.25, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 702.5519999999999, 'column_parameters': {'nd_params': {'a0': 9.757666666666665, 'a1': 0.7031250000000001, 'a2': 0.04261057744126781, 'a3': 0.1, 'a4': 0.2222222222222222, 'a5': 0.5318829517406303}, 'strength_stiffness': {'strength': 412681.12707120995, 'stiffness': 101535408.48912318, 'E': 3604.9965325919525, 'I': 1319167.3216129686}}, 'model_parameters': [1.3539178058387695, 1.0176605461176869, 1.3827151947500251, 0.29366031509559287, 0.6526906758064915, 2.502077617172718, 1.4154397300691146, 0.8586464739503784, 0.009132572131446156, 9.201710952372952, 0.2886170711476409, 0.013710927379676583, 5.677541209556822, 0.8904202512838624], 'min_error': 0.07793357670571871, 'failure_mode': 'Flexure'}]",0.07793357670571871,Flexure
1079,-122.26917921443733,37.83826709831834,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_017,aerial downtown to ashby,"[red,orange]",59.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 230.784, 'column_parameters': {'nd_params': {'a0': 3.8464, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6356476713650012}, 'strength_stiffness': {'strength': 204463.9137506826, 'stiffness': 149061440.6431358, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.4838588779317964, 0.959371050395835, 1.8368367219245938, 0.1256051744179882, 0.06571696795025174, 0.007932356262795457, 1.4397785935478422, 0.8629791244843731, 0.009423539398122054, 7.4795767153017465, 0.7454593658051614, 0.019934955199104633, 3.50157151382067, 1.327177834602526], 'min_error': 0.05491445147510958, 'failure_mode': 'Shear'}]",0.05491445147510958,Shear
1080,-122.26924913580626,37.8384249991264,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_018,aerial downtown to ashby,"[red,orange]",59.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 227.01600000000008, 'column_parameters': {'nd_params': {'a0': 3.783600000000001, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6558696684155096}, 'strength_stiffness': {'strength': 201966.9366397013, 'stiffness': 151535554.8392423, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.4919911070036823, 0.9614663965774695, 1.825698520440775, 0.12236946051659278, 0.0634088759801795, 0.06428148169370575, 1.4819572100584428, 0.8658863489665859, 0.009211793514767563, 7.437403939098704, 0.7403724086968541, 0.020344015215907837, 3.4856658512841054, 1.3238267988020334], 'min_error': 0.054751877791087276, 'failure_mode': 'Shear'}]",0.054751877791087276,Shear
1081,-122.26931320566241,37.83858441872269,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_019,aerial downtown to ashby,"[red,orange]",59.0,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 223.248, 'column_parameters': {'nd_params': {'a0': 3.7207999999999997, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.676597945849218}, 'strength_stiffness': {'strength': 199469.95952871992, 'stiffness': 154093185.68312123, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.5000920568950584, 0.9635408477690386, 1.8146330263028243, 0.11928430679507984, 0.06113174668359863, 0.12136061463074362, 1.52496001016171, 0.8687208299733795, 0.00899944714554846, 7.395000226995425, 0.7353498024634557, 0.02075258972215306, 3.4703113528744627, 1.3206806456371218], 'min_error': 0.054586379613099, 'failure_mode': 'Shear'}]",0.054586379613099,Shear
1082,-122.26937187778178,37.838745070137485,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_020,aerial downtown to ashby,"[red,orange]",73.5,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 231.48000000000008, 'column_parameters': {'nd_params': {'a0': 3.8580000000000014, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6319663186601208}, 'strength_stiffness': {'strength': 204925.13882213781, 'stiffness': 148613251.75991634, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.48235347359334846, 0.958981786007309, 1.8389018403081876, 0.12621881788197156, 0.06614660104284284, -0.0023983325600394514, 1.4320754173472632, 0.8624343738009151, 0.009462585066262751, 7.487343992651437, 0.7464058484188762, 0.019859344633935697, 3.5045682033537804, 1.3278207137192035], 'min_error': 0.05494416954023939, 'failure_mode': 'Shear'}]",0.05494416954023939,Shear
1083,-122.2694504104876,37.83898504525805,"[dwnt,ashb]",as_06,dwnt_ashby_aerial,p_021,aerial downtown to ashby,"[red,orange]",72.5,footings,1,"[{'column_id': 'col_01', 'type': 'spiral', 'fy': 60, 'fpc': 4.0, 'diameter': 60, 'nLongBars': 48, 'dLongBars': 2.257, 'sTranBars': 3, 'dTranBars': 0.625, 'axLoad': 0.1, 'height': 225.90000000000003, 'column_parameters': {'nd_params': {'a0': 3.765, 'a1': 1.0188098000000003, 'a2': 0.05113269292952138, 'a3': 0.1, 'a4': 0.2215330084182543, 'a5': 1.6619553177920896}, 'strength_stiffness': {'strength': 201227.38609409216, 'stiffness': 152284176.70378682, 'E': 3604.9965325919525, 'I': 636172.512351933}}, 'model_parameters': [0.49439378993494365, 0.9620830166339518, 1.8224134606574023, 0.12143972357077146, 0.06273116050130857, 0.08110977348533428, 1.4946064232055714, 0.8667335647380364, 0.009148963209594371, 7.424870550774843, 0.7388780064358151, 0.020465077554442653, 3.481059810463835, 1.3228744286833856], 'min_error': 0.05470317053265871, 'failure_mode': 'Shear'}]",0.05470317053265871,Shear
